47.619	-0.11468	-0.046139	-0.018876
47.6191	-0.11451	-0.046123	-0.018739
47.619	-0.11433	-0.046107	-0.018601
47.6191	-0.11457	-0.048924	-0.017652
47.619	-0.11491	-0.052473	-0.016493
47.6191	-0.11197	-0.053311	-0.016032
47.619	-0.10799	-0.053283	-0.015793
47.6191	-0.10832	-0.05113	-0.016479
47.619	-0.11135	-0.047651	-0.017741
47.6191	-0.11064	-0.045961	-0.018205
47.619	-0.10643	-0.04595	-0.017918
47.6191	-0.10449	-0.045937	-0.017778
47.619	-0.10429	-0.045924	-0.017751
47.6191	-0.10409	-0.045911	-0.017716
47.619	-0.10387	-0.045896	-0.017672
47.6191	-0.10228	-0.045877	-0.017549
47.619	-0.098266	-0.045852	-0.017287
47.6191	-0.095329	-0.04583	-0.017093
47.619	-0.095097	-0.045815	-0.017069
47.6191	-0.095732	-0.045799	-0.017093
47.619	-0.099335	-0.045781	-0.017284
47.619	-0.10246	-0.045764	-0.017445
47.6191	-0.10225	-0.04575	-0.017403
47.619	-0.10203	-0.045736	-0.017361
47.6191	-0.1018	-0.045722	-0.01734
47.619	-0.10156	-0.045707	-0.017318
47.6191	-0.10191	-0.049001	-0.016208
47.619	-0.1023	-0.052481	-0.015037
47.6191	-0.099159	-0.052924	-0.014704
47.619	-0.095487	-0.052905	-0.014497
47.6191	-0.096262	-0.050525	-0.015232
47.619	-0.099517	-0.046829	-0.016491
47.6191	-0.10081	-0.047926	-0.016202
47.619	-0.10112	-0.051406	-0.015144
47.6191	-0.098902	-0.05283	-0.014617
47.619	-0.094916	-0.052818	-0.01446
47.6191	-0.092947	-0.052807	-0.014377
47.619	-0.092762	-0.052795	-0.014358
47.6191	-0.094005	-0.051234	-0.014917
47.619	-0.096983	-0.047796	-0.016175
47.6191	-0.098911	-0.045491	-0.017001
47.619	-0.098721	-0.045479	-0.016951
47.619	-0.097619	-0.045465	-0.016865
47.6191	-0.093813	-0.045447	-0.016667
47.619	-0.09048	-0.04543	-0.016498
47.6191	-0.090283	-0.045419	-0.016522
47.619	-0.090086	-0.045409	-0.016546
47.6191	-0.093313	-0.045394	-0.016665
47.619	-0.096732	-0.04538	-0.016789
47.6191	-0.097368	-0.045367	-0.016801
47.619	-0.097141	-0.045354	-0.016778
47.6191	-0.096716	-0.042164	-0.017312
47.619	-0.096277	-0.038756	-0.017884
47.6191	-0.096064	-0.038189	-0.017948
47.619	-0.095896	-0.038179	-0.017912
47.6191	-0.093044	-0.040761	-0.017491
47.619	-0.08933	-0.044174	-0.016947
47.6191	-0.090356	-0.04296	-0.017247
47.619	-0.093633	-0.039549	-0.017949
47.6191	-0.094907	-0.038103	-0.018231
47.619	-0.094718	-0.038092	-0.018207
47.6191	-0.094451	-0.038082	-0.018365
47.619	-0.094105	-0.038072	-0.018706
47.619	-0.093834	-0.038062	-0.018875
47.6191	-0.093668	-0.038052	-0.018807
47.619	-0.093501	-0.038042	-0.01876
47.6191	-0.09333	-0.038033	-0.018752
47.619	-0.093158	-0.038024	-0.018752
47.6191	-0.092979	-0.038015	-0.018782
47.619	-0.092791	-0.037446	-0.018866
47.6191	-0.09256	-0.033978	-0.019229
47.619	-0.092329	-0.030797	-0.019571
47.6191	-0.092112	-0.030788	-0.019667
47.619	-0.091895	-0.030778	-0.019763
47.6191	-0.091738	-0.03077	-0.019729
47.619	-0.091583	-0.030761	-0.019693
47.6191	-0.091399	-0.030752	-0.019712
47.619	-0.091213	-0.030743	-0.019737
47.6191	-0.091039	-0.030733	-0.01971
47.619	-0.090869	-0.030724	-0.019672
47.6191	-0.090954	-0.035705	-0.018961
47.619	-0.091136	-0.042578	-0.017995
47.6191	-0.091137	-0.045	-0.017648
47.619	-0.091038	-0.044982	-0.01764
47.619	-0.090896	-0.04497	-0.017608
47.6191	-0.09072	-0.044961	-0.017558
47.619	-0.090541	-0.044952	-0.017528
47.6191	-0.090358	-0.044944	-0.01752
47.619	-0.089187	-0.045933	-0.017373
47.6191	-0.085512	-0.04945	-0.016869
47.619	-0.082624	-0.052174	-0.016478
47.6191	-0.082451	-0.052165	-0.016472
47.619	-0.08227	-0.052157	-0.016481
47.6191	-0.082017	-0.052148	-0.016657
47.619	-0.08178	-0.052139	-0.016832
47.6191	-0.08547	-0.052127	-0.016971
47.619	-0.088774	-0.051939	-0.01712
47.6191	-0.084883	-0.048473	-0.017452
47.619	-0.080993	-0.045008	-0.017784
47.6191	-0.080632	-0.04483	-0.017796
47.619	-0.080453	-0.044822	-0.017792
47.6191	-0.080268	-0.044814	-0.017785
47.619	-0.080081	-0.044806	-0.017778
47.6191	-0.079915	-0.044799	-0.017726
47.619	-0.079756	-0.044792	-0.017661
47.619	-0.08196	-0.042405	-0.018215
47.6191	-0.085212	-0.038964	-0.019043
47.619	-0.086398	-0.035532	-0.019246
47.6191	-0.086284	-0.032106	-0.019057
47.619	-0.084328	-0.030435	-0.018926
47.6191	-0.080629	-0.030423	-0.01885
47.619	-0.07839	-0.030414	-0.018803
47.6191	-0.078216	-0.030407	-0.018797
47.619	-0.078051	-0.0304	-0.018784
47.6191	-0.077902	-0.030394	-0.018756
47.619	-0.07775	-0.030388	-0.018735
47.6191	-0.077589	-0.030382	-0.018734
47.619	-0.07797	-0.029832	-0.018815
47.6191	-0.081277	-0.026338	-0.019344
47.619	-0.08404	-0.023112	-0.019825
47.6191	-0.080281	-0.023101	-0.019737
47.619	-0.07659	-0.023091	-0.01965
